user_id,total_spending_idr,avg_txn_idr,median_txn_idr,max_txn_idr,txn_count,std_amount_idr,weekend_ratio,night_ratio,month_start_ratio,month_end_ratio,above_avg_ratio,spike_ratio,unique_categories,unique_merchants,active_months,fraud_ratio,avg_dist_merchant,spending_cov,impulse_score,cat_belanja_online,cat_elektronik,cat_fashion_&_pakai,cat_hiburan,cat_investasi_&_asu,cat_kecantikan_&_pe,cat_kesehatan,cat_kesehatan_&_kec,cat_makanan_&_minum,cat_olahraga_&_gym,cat_pendidikan,cat_properti_&_reno,cat_pulsa_&_data,cat_restoran_&_kafe,cat_sembako_&_kebut,cat_transportasi,cat_travel_&_hotel,dominant_payment,gender,age,cat_makanan_&_minum_ratio,cat_transportasi_ratio,cat_kesehatan_&_kec_ratio,cat_sembako_&_kebut_ratio,cat_kesehatan_ratio,cat_pendidikan_ratio,cat_belanja_online_ratio,cat_pulsa_&_data_ratio,cat_hiburan_ratio,cat_fashion_&_pakai_ratio,pendapatan_bulan,cluster,spending_persona,persona_encoded
BUDU00011,5136600,171220.0,122350.0,701800,30,142889.54113411254,0.36666666666666664,0.23333333333333334,0.13333333333333333,0.36666666666666664,0.0,0.13333333333333333,7,21,10,0.03333333333333333,0.19722,0.834537677456562,0.2183,1769500,0,143000,169500,0,0,0,0,1810000,0,109300,0,0,0,661800,473500,0,Kartu Debit,L,31.0,0.35237316512868433,0.09218159872289063,0.0,0.12884008877467584,0.0,0.021278666822411713,0.3444885722072967,0.0,0.03299848148580773,0.027839426858233072,0,1,Emotional Spender,0
BUDU00012,2672700,65187.80487804878,53200.0,262500,41,51601.01353230357,0.34146341463414637,0.17073170731707318,0.07317073170731707,0.2682926829268293,0.0,0.07317073170731707,7,26,12,0.024390243902439025,0.328,0.7915746454238959,0.1817,0,0,195500,0,0,0,51000,0,1303500,0,160500,0,129100,0,465000,368100,0,Gopay,L,49.0,0.4877090582556965,0.13772589516219552,0.0,0.17398136715680773,0.019081827365585363,0.060051633179930404,0.0,0.04830321397837393,0.0,0.07314700490141056,0,0,Rational Spender,2
BUDU00013,53982000,556515.4639175257,391100.0,2659800,97,530677.9275409987,0.36082474226804123,0.18556701030927836,0.21649484536082475,0.24742268041237114,0.18556701030927836,0.09278350515463918,10,49,12,0.010309278350515464,0.12360103092783505,0.9535726533191967,0.233,11057400,983600,5913600,2991800,0,5375200,0,0,9523200,4557900,0,0,0,7893700,0,2204400,3481200,Kartu Kredit,L,23.0,0.17641436034233635,0.040835834166944536,0.0,0.0,0.0,0.0,0.20483494498166055,0.0,0.055422177762958026,0.10954762698677337,0,1,Emotional Spender,0
BUDU00014,1203300,52317.391304347824,46600.0,137400,23,33036.655292044554,0.34782608695652173,0.2608695652173913,0.2608695652173913,0.13043478260869565,0.0,0.08695652173913043,6,19,9,0.0,0.30328695652173915,0.631466028186674,0.213,0,0,121900,0,0,0,94700,0,97700,0,178100,0,0,0,389500,321400,0,Gopay,P,28.0,0.08119338485830632,0.2670988116014294,0.0,0.32369317709631845,0.07870024100390592,0.14800964015623702,0.0,0.0,0.0,0.10130474528380287,0,0,Rational Spender,2
BUDU00015,267121800,3297800.0,2052600.0,16750800,81,3235219.5683987197,0.3333333333333333,0.18518518518518517,0.19753086419753085,0.20987654320987653,0.8765432098765432,0.13580246913580246,10,49,12,0.012345679012345678,0.06777407407407407,0.9810235819026987,0.3679,12234100,60029300,16873300,12783300,21694400,4986200,0,0,0,4572900,0,19733200,0,69385600,0,0,44829500,Kartu Kredit,P,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04579970635118512,0.0,0.04785569728865259,0.06316706461247266,0,2,Impulsive Spender,1
BUDU00016,5515800,149075.67567567568,123600.0,539600,37,114974.25655193285,0.2702702702702703,0.16216216216216217,0.21621621621621623,0.10810810810810811,0.0,0.05405405405405406,8,29,12,0.0,0.20755405405405405,0.7712475964359685,0.1514,998900,0,396300,946000,0,0,0,0,1989000,0,252600,0,85100,0,494000,353900,0,Gopay,P,35.0,0.3606004568693571,0.06416113709706661,0.0,0.0895608977845462,0.0,0.045795714130316544,0.1810979368359984,0.015428405670981544,0.17150730628376665,0.07184814532796693,0,1,Emotional Spender,0
BUDU00017,7018200,167100.0,122600.0,722900,42,147687.0323088494,0.3333333333333333,0.2619047619047619,0.16666666666666666,0.14285714285714285,0.0,0.09523809523809523,9,36,10,0.0,0.1412404761904762,0.8838242508010137,0.2095,1249400,0,1382800,498800,0,0,0,477500,1126900,0,261700,0,750800,0,813900,456400,0,Gopay,P,35.0,0.16056823686985267,0.06503091960901655,0.06803738850417486,0.11596990681371291,0.0,0.03728876350061269,0.1780228548630703,0.10697899746373714,0.0710723547348323,0.19703057764099058,0,1,Emotional Spender,0
BUDU00018,8718300,170947.0588235294,126800.0,647500,51,147560.8218368835,0.29411764705882354,0.17647058823529413,0.17647058823529413,0.1568627450980392,0.0,0.09803921568627451,8,37,11,0.0,0.16039019607843139,0.8631960260235434,0.1706,1261800,0,1343000,672100,0,0,0,899700,2642400,0,350700,0,0,0,1188500,360100,0,Kartu Debit,P,33.0,0.303086610921854,0.04130392393012399,0.10319672413199821,0.13632244818370554,0.0,0.040225732080795565,0.14473005058325591,0.0,0.07709071722698232,0.15404379294128442,0,1,Emotional Spender,0
BUDU00019,1499600,53557.142857142855,33250.0,235200,28,49118.56727138578,0.32142857142857145,0.25,0.21428571428571427,0.10714285714285714,0.0,0.07142857142857142,6,21,12,0.0,0.18773214285714285,0.9171244889295824,0.1982,0,0,127700,0,0,0,197500,0,594000,0,0,0,87900,0,142700,349800,0,Gopay,P,47.0,0.3961056281675113,0.23326220325420113,0.0,0.09515870898906376,0.13170178714323819,0.0,0.0,0.058615630834889305,0.0,0.08515604161109629,0,0,Rational Spender,2
BUDU00020,1452100,60504.166666666664,45350.0,237500,24,51469.184357300604,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.2916666666666667,0.0,0.125,6,19,11,0.0,0.34874166666666667,0.8506717337478236,0.0979,0,0,152400,0,0,0,0,0,633500,0,181000,0,149700,0,199200,136300,0,Gopay,P,24.0,0.4362647200606019,0.0938640589491082,0.0,0.13718063494249708,0.0,0.12464706287445768,0.0,0.10309207354865367,0.0,0.10495144962468149,0,0,Rational Spender,2
BUDU00021,59570200,709169.0476190476,558450.0,2537600,84,545188.3459176134,0.5119047619047619,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.32142857142857145,0.09523809523809523,10,50,12,0.0,0.172625,0.7687706446693066,0.322,12130800,13510300,6398400,9086100,0,2256400,0,0,8715000,530600,0,0,0,2418300,0,2955300,1569000,Kartu Kredit,P,47.0,0.14629798120536777,0.04961037565762747,0.0,0.0,0.0,0.0,0.20363873211773673,0.0,0.15252760608492166,0.10740940940268792,0,1,Emotional Spender,0
BUDU00022,1097300,52252.380952380954,36300.0,145500,21,37148.11730152174,0.23809523809523808,0.0,0.047619047619047616,0.19047619047619047,0.0,0.14285714285714285,5,15,10,0.0,0.13162380952380953,0.7109363559026306,0.1048,0,0,49500,0,0,0,0,0,349500,0,0,0,83900,0,434000,180400,0,Tunai,L,28.0,0.3185090677116559,0.1644035359518819,0.0,0.39551626720131233,0.0,0.0,0.0,0.07646040280688964,0.0,0.04511072632826028,0,0,Rational Spender,2
BUDU00023,1222300,50929.166666666664,46200.0,107800,24,23670.169800949825,0.25,0.08333333333333333,0.2916666666666667,0.16666666666666666,0.0,0.041666666666666664,8,18,12,0.0,0.2280875,0.4647664854968468,0.1188,0,0,211600,44600,0,0,152100,0,284500,0,29100,0,31500,0,437100,31800,0,Tunai,P,19.0,0.2327579154053833,0.02601652622105866,0.0,0.3576045160762497,0.1244375357931768,0.02380757588153481,0.0,0.0257710872944449,0.03648858708991246,0.1731162562382394,0,0,Rational Spender,2
BUDU00024,263800,18842.85714285714,13200.0,44700,14,14611.360926753816,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.0,0.0,4,12,9,0.0,0.23798571428571427,0.7754323463781404,0.1857,0,0,0,0,0,0,0,0,0,0,43600,0,39200,0,105400,75600,0,Tunai,L,43.0,0.0,0.28658074298711145,0.0,0.3995451099317665,0.0,0.1652767247915087,0.0,0.14859742228961334,0.0,0.0,0,0,Rational Spender,2
BUDU00025,9298200,189759.18367346938,154700.0,735000,49,143797.02552319964,0.3877551020408163,0.08163265306122448,0.14285714285714285,0.1836734693877551,0.0,0.061224489795918366,8,32,12,0.0,0.1834469387755102,0.7577869104382335,0.1694,2559900,0,1100300,0,0,0,0,655200,3218700,0,369300,0,384300,0,479000,531500,0,Gopay,P,33.0,0.3461637736336065,0.057161601170118946,0.07046525133896883,0.051515347056419525,0.0,0.03971736465122282,0.275311350583984,0.041330580112279795,0.0,0.11833473145339958,0,1,Emotional Spender,0
BUDU00026,353400,17670.0,9250.0,79200,20,18372.98073401895,0.3,0.25,0.05,0.3,0.0,0.15,6,15,10,0.0,0.29383,1.039783855915051,0.2025,0,0,0,0,0,0,27800,0,79200,0,83900,0,17500,0,98600,46400,0,Gopay,P,30.0,0.22410865874363328,0.13129598189020938,0.0,0.279003961516695,0.07866440294284098,0.2374080362195812,0.0,0.049518958687040183,0.0,0.0,0,0,Rational Spender,2
BUDU00027,7214900,189865.7894736842,148900.0,665000,38,152486.99594766655,0.3157894736842105,0.13157894736842105,0.05263157894736842,0.21052631578947367,0.0,0.10526315789473684,8,29,12,0.0,0.31437105263157894,0.8031304447755796,0.1658,847000,0,649700,928400,0,0,0,774200,1903700,0,785700,0,0,0,516700,809500,0,Kartu Debit,P,18.0,0.26385674091116995,0.1121983672677376,0.1073057145629184,0.07161568420906735,0.0,0.10889963824862438,0.11739594450373532,0.0,0.12867815215734105,0.09004975813940595,0,1,Emotional Spender,0
BUDU00028,288551400,2384722.3140495867,1712200.0,11673300,121,2084070.6614495104,0.48760330578512395,0.2644628099173554,0.11570247933884298,0.21487603305785125,0.8347107438016529,0.11570247933884298,10,56,12,0.008264462809917356,0.19543471074380167,0.873925928050915,0.4343,4250300,26424500,33033400,16700200,47858000,7199000,0,0,0,7294400,0,40635200,0,55358800,0,0,49797600,Kartu Kredit,P,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014729784710800225,0.0,0.057875997136038845,0.11448012381849473,0,2,Impulsive Spender,1
BUDU00029,10235400,189544.44444444444,130850.0,748200,54,157619.71750359138,0.3333333333333333,0.2962962962962963,0.16666666666666666,0.2037037037037037,0.0,0.16666666666666666,9,38,12,0.0,0.14228518518518518,0.8315712864366742,0.2306,2510100,0,1356200,1131200,0,0,0,588800,3069500,0,70000,0,292000,0,576800,640800,0,Gopay,P,41.0,0.2998905758446177,0.06260624890087343,0.057525841686695195,0.05635344002188483,0.0,0.00683900971139379,0.2452371182367079,0.028528440510385524,0.11051839693612366,0.13250092815131798,0,1,Emotional Spender,0
BUDU00030,946500,49815.78947368421,31100.0,155900,19,40677.39289086335,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.3157894736842105,0.0,0.15789473684210525,6,18,10,0.0,0.2629157894736842,0.8165562228488152,0.1974,0,0,0,0,0,0,31100,0,243400,0,246200,0,171900,0,78800,175100,0,Tunai,P,45.0,0.2571579503433703,0.18499735868991019,0.0,0.0832540940306392,0.03285789751716851,0.2601162176439514,0.0,0.18161648177496037,0.0,0.0,0,0,Rational Spender,2
BUDU00031,1821000,56906.25,41150.0,187900,32,47406.192174141266,0.28125,0.28125,0.15625,0.34375,0.0,0.125,7,23,12,0.03125,0.206196875,0.8330577427636027,0.2016,0,0,66500,0,0,0,199700,0,445800,0,205800,0,73400,0,583300,246500,0,Dana,L,20.0,0.24481054365733113,0.13536518396485447,0.0,0.3203185063152114,0.10966501922020867,0.1130148270181219,0.0,0.04030752333882482,0.0,0.03651839648544756,0,0,Rational Spender,2
BUDU00032,28240500,486905.1724137931,379650.0,2675300,58,409501.20639987406,0.29310344827586204,0.1896551724137931,0.13793103448275862,0.2413793103448276,0.13793103448275862,0.1206896551724138,10,37,12,0.017241379310344827,0.06954310344827587,0.8410286634865777,0.2052,3799800,1655700,7119700,3143300,0,262600,0,0,6420000,1992900,0,0,0,672400,0,498800,2675300,Kartu Kredit,P,49.0,0.22733308546236788,0.017662576795736618,0.0,0.0,0.0,0.0,0.1345514420778669,0.0,0.11130468653175404,0.25210955896673215,0,1,Emotional Spender,0
BUDU00033,31619900,619998.0392156863,337100.0,3896100,51,680657.200208797,0.2549019607843137,0.27450980392156865,0.17647058823529413,0.19607843137254902,0.29411764705882354,0.1568627450980392,9,36,12,0.0196078431372549,0.2931490196078431,1.0978376658575342,0.2539,6359100,1271800,4751500,1811200,0,3480900,0,0,1624600,3098400,0,0,0,8078400,0,1144000,0,Kartu Debit,L,45.0,0.05137903661934415,0.03617974756403404,0.0,0.0,0.0,0.0,0.20111069294969308,0.0,0.05728038355592523,0.15026929243925502,0,1,Emotional Spender,0
BUDU00034,500024500,2890315.028901734,1996600.0,16721400,173,2744649.4024218614,0.3930635838150289,0.1791907514450867,0.17341040462427745,0.1791907514450867,0.815028901734104,0.11560693641618497,10,65,12,0.011560693641618497,0.2908757225433526,0.9496021627319903,0.3717,21141300,56261300,26790900,22218200,25275400,14674600,0,0,0,14127300,0,45001500,0,151479700,0,0,123054300,Kartu Kredit,P,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042280528254115546,0.0,0.04443422272308657,0.0535791746204436,0,2,Impulsive Spender,1
BUDU00035,10621500,151735.7142857143,120700.0,910000,70,129782.01348740405,0.4,0.2,0.18571428571428572,0.2714285714285714,0.014285714285714285,0.04285714285714286,8,41,12,0.0,0.28975,0.8553161930158907,0.2093,1711100,0,1221700,657500,0,0,0,1124200,4151900,0,201900,0,0,0,1124100,429100,0,Gopay,P,38.0,0.3908958245068964,0.040399190321517675,0.10584192439862543,0.1058325095325519,0.0,0.01900861460245728,0.1610977733841736,0.0,0.06190274443346044,0.11502141882031729,0,1,Emotional Spender,0
BUDU00036,335400,15971.42857142857,11400.0,53400,21,14641.316295235987,0.3333333333333333,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.0,0.14285714285714285,5,13,7,0.0,0.10710952380952381,0.9167192671435771,0.1667,0,0,0,0,0,0,0,0,79400,0,10100,0,80300,0,111600,54000,0,Tunai,P,52.0,0.23673225998807393,0.16100178890876565,0.0,0.33273703041144903,0.0,0.03011329755515802,0.0,0.23941562313655337,0.0,0.0,0,0,Rational Spender,2
BUDU00037,280500,21576.923076923078,15200.0,55400,13,19096.341440450222,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.0,0.07692307692307693,4,11,9,0.0,0.24258461538461537,0.8850354321777286,0.1885,0,0,0,0,0,0,0,0,150300,0,0,0,22400,0,85200,22600,0,Tunai,L,50.0,0.5358288770053476,0.08057040998217468,0.0,0.3037433155080214,0.0,0.0,0.0,0.07985739750445633,0.0,0.0,0,0,Rational Spender,2
BUDU00038,188369300,2653088.732394366,1974300.0,14066100,71,2568416.8482076544,0.43661971830985913,0.22535211267605634,0.15492957746478872,0.23943661971830985,0.8732394366197183,0.07042253521126761,10,47,12,0.0,0.2596985915492958,0.9680855437841701,0.4056,17431800,14998700,15099900,13134700,13310200,6847100,0,0,0,7108300,0,29541700,0,47783900,0,0,23113000,Kartu Kredit,P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09254055729888044,0.0,0.06972845362805935,0.08016115152522199,0,2,Impulsive Spender,1
BUDU00039,9861300,170022.41379310345,141700.0,492400,58,104560.76054956259,0.3275862068965517,0.20689655172413793,0.15517241379310345,0.13793103448275862,0.0,0.06896551724137931,9,38,12,0.0,0.2070103448275862,0.6149822145026143,0.1871,1854300,0,1433200,636500,0,0,0,278200,2965300,0,323700,0,278000,0,1352800,739300,0,Gopay,P,18.0,0.3007007189721436,0.07496983156378977,0.02821129060063075,0.13718272438725118,0.0,0.03282528672690213,0.1880380882845061,0.028191009298976808,0.06454524251366453,0.1453358076521351,0,1,Emotional Spender,0
BUDU00040,41529600,561210.8108108108,396700.0,3150000,74,557371.5800412593,0.44594594594594594,0.24324324324324326,0.1891891891891892,0.33783783783783783,0.16216216216216217,0.0945945945945946,10,41,12,0.0,0.2677364864864865,0.9931590220722856,0.2757,6664800,4319200,1424200,4441300,0,4346800,0,0,9630600,1417500,0,0,0,4446400,0,843800,3995000,Kartu Debit,L,22.0,0.23189724919093851,0.020318038218523654,0.0,0.0,0.0,0.0,0.16048312528895053,0.0,0.1069429996917861,0.034293612266913236,0,1,Emotional Spender,0
BUDU00041,1168400,58420.0,46250.0,195900,20,44335.72398250232,0.45,0.1,0.2,0.15,0.0,0.1,6,17,9,0.0,0.22762000000000002,0.7589134539969586,0.2025,0,0,37900,0,0,0,84800,0,614800,0,0,0,186000,0,127400,117500,0,Gopay,L,48.0,0.5261896610749743,0.10056487504279356,0.0,0.10903800068469702,0.07257788428620336,0.0,0.0,0.15919205751454982,0.0,0.032437521396781924,0,0,Rational Spender,2
BUDU00042,9041000,180820.0,125350.0,804500,50,166388.97383013368,0.36,0.28,0.18,0.14,0.02,0.06,8,37,12,0.0,0.150498,0.9201912057854976,0.223,3032800,0,232400,1288900,0,0,0,171900,1752800,0,188100,0,0,0,1773200,600900,0,Gopay,P,21.0,0.1938723592522951,0.06646388673819267,0.019013383475279283,0.19612874682004203,0.0,0.020805220661431256,0.33544961840504367,0.0,0.14256166353279504,0.025705121114920917,0,1,Emotional Spender,0
BUDU00043,5137400,165722.5806451613,118300.0,491800,31,120710.99842095973,0.25806451612903225,0.3870967741935484,0.12903225806451613,0.22580645161290322,0.0,0.12903225806451613,8,23,11,0.0,0.20290967741935487,0.7283919786370053,0.2258,1627800,0,318300,1050100,0,0,0,152100,1001100,0,0,0,102600,0,107500,777900,0,Gopay,P,30.0,0.19486510686339392,0.15141900572273914,0.029606415696655897,0.020924981508155877,0.0,0.0,0.31685288278117335,0.019971191653365517,0.20440300541129755,0.06195741036321875,0,1,Emotional Spender,0
BUDU00044,539400,24518.18181818182,17550.0,66100,22,17228.620605416094,0.13636363636363635,0.2727272727272727,0.18181818181818182,0.13636363636363635,0.0,0.13636363636363635,5,17,12,0.0,0.2393909090909091,0.7026875293273156,0.15,0,0,0,0,0,0,46900,0,132100,0,0,0,16400,0,206000,138000,0,Tunai,P,25.0,0.24490174267704856,0.25583982202447164,0.0,0.38190582128290695,0.08694846125324435,0.0,0.0,0.030404152762328513,0.0,0.0,0,0,Rational Spender,2
BUDU00045,5907400,147685.0,95950.0,691500,40,143952.89213435815,0.45,0.25,0.275,0.175,0.0,0.1,8,27,12,0.0,0.25456,0.9747292692850198,0.2475,817200,0,611700,349000,0,0,0,382800,2626100,0,376700,0,0,0,485000,258900,0,Ovo,P,44.0,0.44454413108981955,0.0438263872431188,0.06480008125402038,0.08210041642685445,0.0,0.06376747807834242,0.13833496969902156,0.0,0.0590784439855097,0.10354809222331313,0,1,Emotional Spender,0
BUDU00046,304400,16021.052631578947,13600.0,37000,19,9926.48415700636,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.0,0.10526315789473684,5,15,9,0.0,0.16671052631578948,0.6195900098000028,0.1737,0,0,0,0,0,0,49800,0,62400,0,0,0,24500,0,101900,65800,0,Tunai,L,21.0,0.2049934296977661,0.2161629434954008,0.0,0.3347568988173456,0.1636005256241787,0.0,0.0,0.0804862023653088,0.0,0.0,0,0,Rational Spender,2
BUDU00047,1440500,57620.0,45100.0,237500,25,52239.46464758867,0.28,0.2,0.28,0.2,0.0,0.08,7,20,12,0.0,0.274752,0.9066203513986232,0.17,0,0,282600,0,0,0,35500,0,251200,0,181000,0,139900,0,330600,219700,0,Gopay,L,37.0,0.17438389448108296,0.15251648733078793,0.0,0.22950364456785838,0.02464422075668171,0.1256508156889969,0.0,0.09711905588337383,0.0,0.19618188129121833,0,0,Rational Spender,2
BUDU00048,281500,16558.823529411766,16000.0,58500,17,13109.302938349228,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.0,0.11764705882352941,4,12,8,0.0,0.11786470588235295,0.7916808168807704,0.1265,0,0,0,0,0,0,0,0,86700,0,0,0,58800,0,117900,18100,0,Tunai,L,21.0,0.3079928952042629,0.06429840142095915,0.0,0.41882770870337477,0.0,0.0,0.0,0.2088809946714032,0.0,0.0,0,0,Rational Spender,2
BUDU00049,1434400,46270.967741935485,36100.0,216500,31,40675.497895320936,0.3870967741935484,0.12903225806451613,0.1935483870967742,0.0967741935483871,0.0,0.0967741935483871,7,22,12,0.0,0.3659935483870968,0.879071691825815,0.1887,0,0,75700,113500,0,0,370800,0,133100,0,0,0,87400,0,458200,195700,0,Gopay,P,35.0,0.09279141104294479,0.13643335192414946,0.0,0.3194366982710541,0.258505298382599,0.0,0.0,0.060931399888455105,0.07912716118237591,0.05277467930842164,0,0,Rational Spender,2
BUDU00050,228635300,2822658.024691358,1922100.0,11870400,81,2487331.549515675,0.35802469135802467,0.12345679012345678,0.20987654320987653,0.2962962962962963,0.8888888888888888,0.12345679012345678,10,47,12,0.024691358024691357,0.25833703703703703,0.8812018770101102,0.3586,7485300,34421200,19161100,2128400,38629700,5964500,0,0,0,11816700,0,18625700,0,56102400,0,0,34300300,Kartu Kredit,P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03273903898479369,0.0,0.009309148674767195,0.08380639385081831,0,2,Impulsive Spender,1
